id,premise,hypothesis,lang_abv,language,label
f596c0cb15,oh you went to the dollar movie yeah yeah they show up at the dollar movie right after they get come out you know they re usually not not that great or didn t do that great anyway let me see let me see another movie i watched uh i want to see is uh that new one uh,they play at the dollar movie theater because expensive theaters won t make any money on them,en,English,1
f04b159e4f,the santa monica pier is the coastal setting for the twilight dance series a selection of free summer concerts arranged each year,the santa monica pier hosts free summer concerts arranged each year,en,English,0
86b9c6b961,4 million or about 8 percent of total expenditures for the two programs,something adds up to about 8 percent of expenditures for two programs,en,English,0
e2cf5b58ed,look for the servant girl hurtled into hell for flirting with the devil,the depiction of the servant girl being flung into hell is very graphic,en,English,1
7828ad5dc3,after criticizing the gop openly for weeks buchanan announced that he would seek the reform presidential nomination which would bring him 12 million in federal funds,buchanan was not given the nomination because of his public comments,en,English,1
27d24d468a,we know essentially nothing about life beyond earth,we don t know anything about life past earth,en,English,0
63f82dbc76,first class mail used by households to pay their bills and the household bill mail i e,first class mail is never used by households to pay their bills,en,English,2
2b6cb9653c,but but it is peaceful i mean it is relaxing to do once you find the time to do it,it is very stressful,en,English,2
acc7e16e8b,a lot of people rely on their local government for protection,the government provides protection to minority groups,en,English,1
299d7f52fe,they drive it around the country in a dilapidated ice cream truck trying to keep it cool,the ice cream truck they used and drove around the country was stolen,en,English,1
2aaed39e69,wait here i was ordered,he told me to come with him,en,English,2
eba535c49e,in may 1967 gallup found that the number of people who said they intensely disliked rfk who was also probably more intensely liked than any other practicing politician was twice as high as the number who intensely disliked johnson the architect of the increasingly unpopular war in vietnam,due to his attitudes on cheesecake rfk was more disliked than johnson,en,English,1
6fcb3883b2,so unlike people who are fortunate enough to be able to afford attorneys and can go to another lawyer our clients are simply lost in the legal system if they cannot get access to it from us,our clients can barely afford our legal assistance,en,English,0
0913a53cda,candidates must submit a set of fingerprints for review by the fbi,people that want the job have to have their fingerprints sent to the fbi,en,English,0
cf940c0ac1,the castle itself comprises an early 17th century tower house restored with irish oak from the park which is held together without a single nail,early 17th century tower house is within the castle restored with irish oak from the park which is held together without a single nail,en,English,0
deacfc072d,jamaican music ska and especially reggae has since the 1970s been exported and enjoyed around the world,reggae is the most popular music style in jamaica,en,English,1
088540ef54,in that case price discrimination can survive,in that circumstance discrimination in price is fine,en,English,0
47c0d08f5f,voluntariness of risks is evaluated,risks and their voluntary nature will be evaluated using strict guidelines,en,English,1
6335ca1209,defiantly if you live in an apartment right,if you live in apartment defiantly right,en,English,0
9d943458bd,a lot of people rely on their local government for protection,the government provides protection to many people,en,English,0
92c31a0946,think of it this when consumer confidence declines it is as if for some reason the typical member of the co op had become less willing to go out more anxious to accumulate coupons for a rainy day,coupon collecting helps consumers feel more in control,en,English,1
be46926e71,the same year the university of hawaii campus at manoa became the site of the center for cultural and technical interchange between east and west popularly known as the east west center a unique and venerated resource for advanced pacific rim studies,the university of hawaii campus is located in honolulu,en,English,2
cb47ea06c3,we re thinking about putting one of those in,we are considering taking one those out,en,English,2
3951cdff10,and that squatting he does it s as uncomfortable as it looks,he squats because his back is bothering him,en,English,1
4b79324c2d,interest rate the price charged per unit of money borrowed per year or other unit of time usually expressed as a percentage,interest rate is defined as the total amount of money borrowed,en,English,0
f7be00ce8a,you have to walk through it,walking is the best way to get through it,en,English,0
21efa70cc6,the chain swung again hitting her arm and sending the palm knife into the crowd,the chain hit the woman s arm,en,English,0
336b2e71e5,don t you remember today we re going to auntie basia s birthday party,we are going to aunt basia s birthday party today remember,en,English,0
52d6583967,the book is a parody of bartlett s serving up quotes from lincoln jefferson and roger rosenblatt with equal pomposity,bill reilly s book has quotes from various presidents ranging from lincoln to jefferson,en,English,1
2dce59da7d,many restaurants and bars have live music,most restaurants and bars do not have a musical element,en,English,2
434f4f84a0,good sir jon began,jon addressed the man,en,English,0
40c62b7080,his family had lost a son and a daughter now,they died at a young age,en,English,1
b5aa783da3,she had thrown away her cloak and tied her hair back into a topknot to keep it out of the way,she shaved her head,en,English,2
4e7d4f5f18,for a review of the literature see william g gale and john sabelhaus perspectives on the household saving rate brookings papers on economic activity 1 1999 pp 181 224,no literature was used in this instance,en,English,2
5f8260d5f5,improved products and services initiate actions and manage risks to develop new products and services within or outside the organization,managed risks lead to new products,en,English,0
e5cb7b1a11,for example computers and related equipment have an estimated annual depreciation rate of 31 percent 7 and new versions of software applications are released every few years,computers will not be able to function to a business standards once the equipment is 7 years old,en,English,1
0e6c5200e7,decline in total expenditure income elasticity of demand from 0 36 to 0 25 over same period,economists suggest that this change is minor and therefore not noteworthy,en,English,1
6d3fdd4a9e,this step of the analysis employs complex computer models that simulate the transport and transformation of emitted pollutants in the atmosphere,this analysis uses complex computer models to simulate transport and transformation of pollutants,en,English,0
cc6d72f7f8,so i guess my experience is is just with what we did and and so they didn t really go through the child care route they were able to be home together,it was a good thing that they didn t go the child care route as they were able to be home with their child more often,en,English,1
d363989484,analytical perspectives,some perspectives might be subjective,en,English,1
4dc5dadd31,what and who will they tax,they will tax many people but whom,en,English,1
0f3a7071ad,i like ethnic humor,i hate racial jokes,en,English,2
48f682dcac,diamonds are graded from d to x with only d e and f considered good d being colorless or river white j slightly tinted q light yellow and s to x yellow,diamonds are rated alphabetically the ones from d to f are considered the best,en,English,0
f9bec05787,yes that i think that s true so that makes them feel definitely like outsiders but like getting back to the their government benefits they they do have a lot of uh tax benefits,they receive more tax benefits then anyone else,en,English,1
e062bc429f,charles geveden has introduced legislation that will increase the access to justice supplement on court filing fees,fortunately charles geveden was able to make the government increase the budget for court filing fees,en,English,1
2f8856f3f7,yeah and how about how about like on the weekends do you do sports or do you go out,do you play sports on the weekend,en,English,0
21a30a5730,the movie doesn t come to much though,there was a lot to this movie,en,English,2
0347be4167,they were so sure of themselves that they took it for granted he had made a mistake,he made a mistake but concealed it so it wasn t obvious,en,English,1
aa00a34727,okay i guess we re on,from your tone of voice i could only assume that you want to go through with this right,en,English,1
d14a84f7d1,it recalls william randolph hearst s castle in caleornia with its imaginative juxtaposition of ancient roman and chinese sculpture fine venetian glass chandeliers syvres porcelain old flemish masters and naughty french erotica,william randolph hearst s castle housed a collection of sculptures and other fine arts,en,English,0
f4cde9a0a7,we were talking try to behave,we are having an argument come at me if you dare,en,English,2
7776ed5602,experiencing cost growth manufacturing problems with test aircraft and testing delays,testing is an integral part of making planes safe,en,English,1
a24a251de7,but she s not like her photo one bit,she doesn t look like the girl in the picture at all,en,English,0
9d2c135613,st barts of course is completely undefended,st barts is a military powerhouse,en,English,2
383f752e95,three more days went by in dreary inaction,the next three days were packed with action,en,English,2
52cfbd05ab,the ramseys buried their daughter in atlanta then vacationed in sea island ga this absence some speculate gave the ramseys time to work out a story to explain their innocence,it s speculated hat the ramseys ate their daughter,en,English,2
44e024a354,disney ceo eisner who s actually underrated as a pop culture maven he was responsible for happy days and welcome back kotter insists that abc s downturn is cyclical and that it will soon return to life,disney s ceo didn t contribute anything to pop culture,en,English,2
8e1cb30e9e,and uh oh i guess an hour into my somewhat sleep a guy woke me up and uh said you d better get out of the the tent they re they re liable to come down several of the others had already come down blown down they hadn t blown away but they had flattened,a guy told me to get out because the tents were being flattened,en,English,0
a0876ff215,they returned to live in the galilee village of nazareth making pilgrimages to jerusalem,they would make pilgrimages to jerusalem,en,English,0
89a22f6a01,the advent of the bronze age about 3200 b c and the spread of city states ruled by kings is marked by the appearance of royal tombs containing bronze objects in such places as troy in the west and alacah y k near ankara,we know the bronze age started around 3200 b c because royals were starting to be buried with bronze treasure,en,English,0
9dc06ffa20,and clean up is is uh is a joy uh a little soap and water and air dry them and you don t have to worry about that,you let it air dry because it ll smudge any other way,en,English,1
d7c8a3ff49,as discussed in section 1 personal saving is the amount of aggregate disposable personal income left over after personal spending on goods and services,personal saving is how much disposable personal income is left over after personal spending and is typically about 5,en,English,1
f9c5577223,for example service coordination is a popular remedy for limited funds,limited funds can be overcome through service coordination,en,English,0
b6b4c481e2,2 receiving water samples,the water samples should be received,en,English,0
8a7ff14e68,no i i i don t i it completely beyond me i went to my under graduate uh education,i was thinking of other things so i can t recall,en,English,1
a17d72467a,on the west side of the square is old king s house built in 1762 which was the official residence of the british governor it was here that the proclamation of emancipation was issued in 1838,on the west end of the square is the old king s house which was built in 1762,en,English,0
893cd33ffa,companies that were foreign had to accept indian financial participation and management,foreign companies had to take indian money,en,English,0
7595f33c72,oh really yeah so he he s uh he s probably going to be going to jail and and the problem with him is he s on a guaranteed salary like for three years so whether he plays or not they ve got to pay him ten million dollars so if they,he is so hardworking and has helped the team achieve so much i don t see anything wrong with paying him a million dollar salary,en,English,2
48d66820e3,hi mary have you gone visiting uh any new restaurants lately,hello mary have you gone anywhere recently such as restaurants,en,English,0
858013a88f,i am asserting my membership in the club of old geezers,i am proclaiming that i am now a member of the club of old geezers,en,English,0
51daa653e5,the year of 1820 was a pivotal one in the story of the king dom of hawaii,the kingdom of hawaii has remained exactly the same since the 18th century,en,English,2
b2bdabe5a4,the analysis concluded that because the rule relaxed the hog cholera related restrictions imposed on the importation of live swine and prepared pork products from sonora mexico the proposed rule could have a significant economic impact on a substantial number of small entities in the united states,the analysis stated that the rule might have a large impact on small entities in the us,en,English,0
783544532a,well his knees were bothering him yeah,he was in tip top condition,en,English,2
035d61602b,although in this case the equipment did not have to be erected adjacent to an operating boiler the erection included demolishing and erecting a complete boiler island and demolishing the existing electrostatic precipitator,the demolishing of the precipitator was permanent,en,English,1
2a1c0ceeb1,as of last week he charges 50 an hour minimum instead of 25 for the services of his yearling northern utah legal aid foundation,his charges went up because his rent went up,en,English,1
a6a01cd88b,come on let s have tea,i wanted a cup of early gray,en,English,1
f67a47bef6,sultan abdul hamid ii 1876 1909 tried to apply absolute rule to an empire staggering under a crushing foreign debt with a fragmented population of hostile people and succeeded only in creating ill will and dissatisfaction amongst the younger generation of educated turks,sultan abdul hamid ii was universally admired by educated young turks,en,English,2
9842786aa7,tuppence seized the bell and jane the knocker,tuppence and jane did not go up to the door,en,English,2
987fb46240,rightly or wrongly america is seen as globalization s prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them,america has not played a large roll in the globalization movement compared to other world powers,en,English,2
fd9fc09437,gq editor art cooper reportedly received two 1 million loans one for a manhattan apartment the other for a connecticut farm,art cooper lost his job as gq editor shortly after,en,English,1
0c72281b68,because of the casualties lind says the united states would eventually have had to leave vietnam anyway,lind thought that enough soldiers would die that the us would have no choice but to leave,en,English,0
dbcdf2cf90,what changed,what was unique,en,English,1
803413e2a5,we shouldn t have been here as soon as this even if it hadn t been for the fact that there was a smart doctor on the spot who gave us the tip through the coroner,the doctor could only help us through the coroner,en,English,1
40d42f61d9,kentucky officials say there is a virtual epidemic of abusive relationships in the state,kentucky has the highest rate of domestic abuse,en,English,1
060373e833,the formal splendor of the grounds testify to the 18th century desire to tame nature but it is done with such superlative results that one can only be thankful that the work was undertaken,the grounds were more beautiful than any other location,en,English,1
e8b38c6175,others are zao in tohoku and a number of resorts in joshin etsu kogen national park in the japan alps where there are now splendid facilities thanks to the 1998 winter olympic games in nagano,there are a lot of resorts in the national park,en,English,0
b23de4e867,okay movies i ve i haven t seen too many lately i have kids and we went and saw the rescuers down under over the the break do do you have kids you take to movies or,i took my kids to see the movie the rescuers down under,en,English,0
e3136785de,the tunnel of eupalinos can be explored but it s not for the claustrophobic,the tunnel of eupalinos is only one foot in diameter barely large enough for a child to squeeze through,en,English,2
d66435c096,this one ended up being surprisingly easy,this question was very easy to answer,en,English,0
f87bcd9471,thus recent evidence suggests that by not including an estimate of reductions in short term mortality due to changes in ambient ozone both the base and alternative estimates may underestimate the benefits of implementation of the clear skies act,base and alternative estimates perfectly understand the benefits of implementing the clear skies act,en,English,2
8e3d119dfc,under the default method eighty percent of the total amount of sulfur dioxide allowances available for allocation each year will be allocated to acid rain program units with coal as their primary or secondary fuel or residual oil as their primary fuel listed in the administrator s emissions scorecard 2000 appendix b 2000 data for so2 nox co2 heat input and other parameters table b1 all 2000 data for all units,80 of the sulfur dioxide allowance for each year is in the acid rain program,en,English,0
d4f4768005,under ferdinand and isabella spain underwent a dramatic transformation,spain embarked on a long period of stagnation under ferdinand and isabella,en,English,2
cac91eb539,yeah well i i started uh studying mathematics basically because i was really good at that in high school,i started studying mathematics because i was really good at it,en,English,0
6527c0d83c,5 the share of gross national saving used to replace depreciated capital has increased over the past 40 years,gross national saving was highest this year,en,English,1
185ec97064,their goals remain influential as india approaches the new millennium while it continues to modernize its industry and increase its agricultural output,their goals have become ineffective as india modernizes,en,English,2
2bc230c483,the liberation of these old european colonies created the basis for postwar independence movements proclaiming the japanese slogan asia for the asians,old european colonies were liberated,en,English,0
c7701cfaaf,that story remains to be told,the story has not been told yet,en,English,0
971f4bbc23,a stable funding level not only supports gao s strong return on investment of 57 for every 1 spent it creates the environment necessary to recruit retain compensate train and motivate a strong and capable workforce,gao has a roi of 57 per dollar that is spent,en,English,0
84ca1421a1,made it yeah made it all the way through four years of college playing ball but,i played ball in college,en,English,0
ac14bec5f4,though the two cities remained unlinked by rail this was about to change quickly,the two cities had a railway between them that made travel easy,en,English,2
7fd11375d3,i want you to mark him,he should be marked,en,English,0
deeb6d89f2,the first historical mention of agra is in 1501 when sultan sikandar lodi made it his capital,agra still exists to this day as a capital,en,English,1
18a9c69163,and the trunk big mother asked again to keep up appearances,mother trying to keep up appearances asked if the trunk was big and shiny,en,English,1
94cf789311,uh it s in georgia it s yeah it s right outside of macon and and it s just a i like the way that i like the way that idea of the south is,it s about a seven hour drive to get there from here,en,English,1
75a4bb5925,on menorca search for more elusive prehistoric sites or take the cliff paths of the northwest or south coasts,menorca is home to several well hidden prehistoric sites,en,English,0
8187f9da9d,justice kennedy does not care what law librarians across the country do with all the supreme court reporters from 1790 through 1998,justice kennedy doesn t care if the supreme court reporters from 1790 to 1998 are thrown away,en,English,0
0b63649674,i watched her hips shift in and out of the sides of her wrap,the wrap fell down a bit,en,English,1
ef46d6f1f6,thorn held a sword different from any ca daan had ever seen,ca daan had never seen someone hold a sword like thorn held it,en,English,0
aec61fd449,hindus then went on the rampage through sikh communities resulting in a round of communal violence,the hindus peacefully protested against the sikhs,en,English,2
9bc80f9406,oh i enjoyed it i mean it was just more for my money,it was worth the money for the time,en,English,1
38da65f6e0,at least they re getting stoned first i rationalized,it s awful that they get stoned first i argued,en,English,2
250e1e3487,yeah that s the world league,that s the world league that you can join,en,English,1
42bc978ade,you burned down my house,you set fire to my home and it burned down,en,English,0
18d329af1c,huntington like buchanan claims not to be a cultural he is defending the integrity of all cultures theirs and ours,they may be defending other cultures despite not wanting to,en,English,1
7c167365a6,not only that but they don t pay the money either,they ve paid out their life savings,en,English,2
40bc85a4e3,8 jury nullification,on average the jury nullifies 1 in every 50 cases,en,English,1
26f6452d02,land of lincoln helped tasha johnson of marion get social security benefits to support her four children after the 29 year old woman was diagnosed with non hodgkin s lymphoma a type of cancer she said,she loves her children,en,English,1
d4709c7130,ask cook if she s missed any it occurred to me very forcibly at that moment that to harbour miss howard and alfred inglethorp under the same roof and keep the peace between them was likely to prove a herculean task and i did not envy john,to keep the peace between miss howard and alfred inglethorp would be difficult in the aftermath of their divorce,en,English,1
8f5927d246,they don t allow they don t do that,yes it s allowed and they do it often,en,English,2
9dbc3a463d,such a knowledgebased process enables decision makers to be reasonably certain about critical facets of the product under development when they need this knowledge,they wanted to share what they have already researched,en,English,1
2cda19c703,you will find a number of mary s personal effects on display,a number of mary s personal effects can be found on display,en,English,0
16d78dd678,you ll even be able to consult a traditional herbalist to cure your ailments,you will not be allowed to consult with traditional herbalists,en,English,2
d5d8d318ed,yeah what do you do,what do you do with the teeth,en,English,1
98e25172b3,and take it easy now good night,goodnight for now i ll see you tomorrow,en,English,1
c095f5816a,you can count on me if necessary for one million dollars,i m good for one million dollars,en,English,0
e03e4acdb9,sure the man yells back you re in a hot air balloon about 30 feet above this field,sure the man yells youre in a hot air balloon about 30 feet high above the field,en,English,0
3d39c84b92,part of the reason for the difference in pieces per possible delivery may be due to the fact that five percent of possible residential deliveries are businesses and it is thought but not known that a lesser percentage of possible deliveries on rural routes are businesses,it is thought but not known that a lesser percentage of possible deliveries on rural routes are businesses and part of the reason for the difference in pieces per possible delivery may be due to the fact that five percent of possible residential deliveries are businesses,en,English,0
3cc1a87566,of course you got to charge it and keep your cash,you have to charge you new credit card,en,English,1
657235ac78,and uh really they re about it they ve got a guy named herb williams that that i guess sort of was supposed to take the place of uh tarpley but he uh he just doesn t have the offensive skills,if herb williams had more offensive skills he would have taken tarpley s place,en,English,0
a041e0ae8c,yeah it s definitely a way out of the way where where as,yes there is a definitely a way out of there where as there isn t a way out of the other field,en,English,1
989185ee67,many are based on industry recognized models such as the constructive cost model cocomo price putnam and jensen,many are said to be based on models such as the constructive cost model,en,English,0
ba1006700b,guards would regulate those who entered and departed,guards had big guns and swords,en,English,1
0abb9434d5,he married dona filipa moniz perestrelo the daughter of porto santo s first governor and lived on the island for a period fathering a son there,he landed on the island but soon left for greener pastures before later dying alone and childless,en,English,2
d3c2333627,the third row of exhibit 17 shows the krewski et al,exhibit 17 has 2 rows,en,English,2
3d00ec6e4a,the south african priest who invited clinton to do so is quoted in the paper as saying that once clinton stood up he was thinking about how much embarrassment it would have caused him by my saying please sit down,the south african priest did not know of a person named clinton,en,English,2
fe51943a3a,if i work at it i might even be able to pick up some endorsements from members of the sonics,i don t need to put any work to get the endorsements i want,en,English,2
cabb7803e1,improvements in architecture regaining intimate space and scale and all the rest won t disguise the ugliness of advertising the local bank chevy dealer and chain retailer as a backdrop for baseball,local advertisements are beautiful,en,English,2
4f8b9349df,how do you like it well,what are you thoughts on firearms,en,English,1
c096732198,the last thing we want is any more attention or any more bounty hunters,they waived their hands to get more attention,en,English,2
b8062664d9,no don t answer,please respond,en,English,2
1946174ff0,to assist programs with implementing these web sites the northwest justice project and probononet in new york are hiring two full time circuit riders to assist grantees with content management and to ensure that each web site supports the entire state justice community,the northwest justice project and probononet in new york will fire more people,en,English,2
55124575f2,we are assured of success,we are going to fail aren t we,en,English,2
ecc7853624,every august young women convene to light joss sticks and some even climb the nine meter 30 ft rock to pray for good husbands,women converge on this place to light joss sticks and climb the rock,en,English,0
89fb53694f,trump who said he would decide by march whether to run for president would likely spend 100 million to 200 million of his own money on a campaign,even if he ran from president trump s campaign would not receive any of his money,en,English,2
5d8f41c138,is there still that type of music available,is that genre of music still a thing,en,English,0
b78b765a04,those little kids don t understand it,the little kid understand it perfectly,en,English,2
7cf8762f15,see you aug 12 or soon thereafter we hope,the person was going to attend on august 12,en,English,1
6c62af5b4e,he appropriated for the state much of the personal fortunes of the princes but found it harder to curtail the power of land owners who had extensive contacts with the more conservative elements in his congress party,he had an easy time of taking money from land owners in contact with his congress party but couldn t get his hands on the fortunes of individual princes,en,English,2
e41d784f07,we hate them because they are smarter or more studious or more focused than we are,we hold no ill will towards them,en,English,2
533d26654b,don t miss the open air market close by the wharves,the open air market near the wharves can t be missed,en,English,0
7e6bf1039a,yeah yeah yeah well because that s the way they they might seem outwardly but boy there s a lots going on in there,what you see on the surface is all of it,en,English,2
efff3a9beb,new madeirans traded sugar the era s dominant luxury item with britain and flanders and they proved skillful in the art of winemaking,salt was the dominant luxury item of the era,en,English,2
4c8b6af1ad,right well the preseason really doesn t mean anything either,it is alright that they don t play well in the preseason since it doesn t matter,en,English,1
f3992d7385,its scorecard included measures for accuracy speed and timeliness unit cost customer satisfaction and employee development and satisfaction,unit cost is not a measurement listed on the scorecard,en,English,2
b77253aab9,but he said he thought the ledfords understood they could qualify only if he put down a stated income typically an undocumented business income that raises the borrower s interest rate,he also believed that a tax return was necessary,en,English,1
832ff6e402,see too much crime on tv and they think it s way to go i don t know what do you think,tv has a lot of crime shown on it,en,English,0
00e426e07a,um hum yeah we re still pretty much you know in winter as far as that goes here,it s still pretty much winter here,en,English,0
d699357e5d,oh really yeah i ve i ve never seen either one of them,i ve never looked at either of them,en,English,0
623e9ddb4e,at the fulcrum is a coffee bar and cafe under a giant screen television flanked by cd listening stations,there is a huge television screen above the coffee bar and cafe,en,English,0
24131e0f00,finally the fda will conduct workshops issue guidance manuals and videotapes and hold teleconferences to aid small entities in complying with the rule,the fda will only issue videotapes,en,English,2
8bc3bf15ec,instead we could recommend that compared with other settings the prevalence of alcohol problems among ed patients makes it worthy of careful consideration,ed and alcohol dependency issues are completely unrelated,en,English,2
3a95fdc3ff,the ovitz deal however contained none of these goodies,the ovitz deal contained all of these goodies,en,English,2
265de5be42,i never said you were a mandrake man,i have said you were a mandrake,en,English,2
36008e0ebe,this was used for ceremonial purposes allowing statues of the gods to be carried to the river for journeys to the west bank or to the luxor sanctuary,statues were moved to luxor for funerals and other ceremonies,en,English,0
aae3f194c3,we are assured of success,are we definitely going to be successful,en,English,0
af5ada1860,these alone could have valuable uses,these by themselves could prove valueable,en,English,0
8dbf3daee2,all of a sudden i sat down on the edge of the table and put my face in my hands sobbing out a mon dieu,i had stood my ground for days but i broke down and started crying,en,English,1
99ff52ec35,was it a sudden decision on his part or had he already made up his mind when he parted from me a few hours earlier,he left in the spur of the moment whilst we were talking which was quite rude,en,English,1
02ddad2b85,the rule prohibits the sale of nicotine containing cigarettes and smokeless tobacco to individuals under the age of 18 requires manufacturers distributors and retailers to comply with various conditions regarding the sale and distribution of these products requires retailers to verify a purchaser s age by photographic identification prohibits all free samples limits the distribution of these products through vending machines and self service displays by permitting such methods of sale only in facilities where access by individuals under 18 is prohibited limits the advertising and labeling to which children and adolescents are exposed prohibits promotional non tobacco items such as hats and tee shirts prohibits sponsorship of,the rule will be put into effect as of january 1 2017 in all 50 states,en,English,1
1e0f146d0d,oh really i was um i was tdy at bent waters,i had work at bent waters but only for a little while,en,English,1
6d922d4843,the 2000 census showed illinois with about 35 000 fewer people who are eligible for lsc services because of low income about 22 000 a year for a family of four kleiman said,low income is the only disqualifying factor in lsc services eligibility,en,English,1
e9d26d5129,part of the reason for the difference in pieces per possible delivery may be due to the fact that five percent of possible residential deliveries are businesses and it is thought but not known that a lesser percentage of possible deliveries on rural routes are businesses,reason for a lesser pecentage of possible deliveries on rural routes might become more clear in the future,en,English,1
6630267608,right and uh there s usually nobody running against you know the incumbents,there are numerous candidates running against the incumbents,en,English,2
917518907c,cruises are available from the bhansi ghat which is near the citypalace,bhansi ghat is famour for the ability to take cruises,en,English,1
a027e631c8,and she came to you,the person asked if the woman came to the other person,en,English,0
85709747fc,because the paper did not say that,the paper did not explain that,en,English,0
105b3d4a34,the kal nodded,the kal then shook its head side to side,en,English,2
185917d746,and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual,if people repeatedly commit the same crimes why bother letting them out,en,English,1
f0f90800d1,in that case price discrimination can survive,when dealing with big ticket items prices can fluctuate,en,English,1
13a720d11e,you wonder what youre going to be when you grow up lawyer smith said,you have no dreams for the future,en,English,2
3bba797443,the idea that clinton s approval represents something new and immoral in the country is historically shortsighted,clinton s approval is the result of the country liking the effect that the administration has had on the economy,en,English,1
ad7491e7ee,it sounds perfect said jon,jon was talking to someone that he agreed with on most things,en,English,1
dae857179e,bettelheim committed suicide in 1990 evidently having found life unbearable despite or because of his fictions,bettelheim killed himself in 2005,en,English,2
d0b90b370c,this town which flourished between 6500 and 5500 b c had flat roofed houses of mud and timber decorated with wall paintings some of which show patterns that still appear on anatolian kilims,the houses in this town are run down and made from mud,en,English,1
73f2518e62,today nothing remains except the foundations,the foundations were replaced,en,English,2
b6caae266c,such a knowledgebased process enables decision makers to be reasonably certain about critical facets of the product under development when they need this knowledge,they refused to help with the process at all,en,English,1
cc03ddc2ca,this marvelous victorian gothic building is famous for the fanciful stone carvings around the base of its pillars one pillar reputedly depicting the club members shows monkeys playing billiards,the victorian gothic building is famous for their rude members,en,English,2
5558887240,and frankly the number seems a tad low to me,the number looks low in my opinion,en,English,0
c19e40eac2,that s why we tried to kill you,that s why we saved your life,en,English,2
5243a61aa8,this is arguably starting to distort the practice of science itself,this began to distort scientific practice,en,English,0
ddd02d184c,this site includes a list of all award winners and a searchable database of government executive articles,the government executive articles housed on the website are not able to be searched,en,English,2
8650fd1b7f,mykonos has had a head start as far as diving is concerned because it was never banned here after all there are no ancient sites to protect,protection of ancient sites is the reason for diving bans in other places,en,English,1
76cb93ee92,he had never felt better,he felt very sick,en,English,2
9666f84071,what s needed alongside an evacuation plan is a realistic program to stabilize conditions for those left behind,those left behind will need a program for stabilizing conditions if they cannot evacuate,en,English,0
90d9d1238a,escaped or abandoned raccoons have been breeding in the wild for the past 20 years and have damaged corn crops watermelon and melon farms and rainbow trout hatcheries the paper said,raccoons if they are escaped or abandoned tend to go to the seaside this is what has been happening for the past 20 years,en,English,1
0c1d674391,the chinese calendar was used to calculate the year of japan s foundation by counting back the 1 260 years of the chinese cosmological cycle,the calculation of japan s year of foundation was very exact,en,English,1
8b9875e0a4,workers are also represented in civil rights and retaliation claims,some workers are represented in civil rights and retaliation claims,en,English,0
1c45dada85,the game of billiards is also hot,people like billiards,en,English,0
e23c55c5b4,only trouble was they had infinite ammunition we only had so many bullets,they had a lot more bullets than we did,en,English,0
1b32606550,that first glimpse of the towering steepled abbey rising from the sea on its rock is a moment you will not forget,the abbey is not of great height and lacks a steeple,en,English,2
658f9f5853,a 1997 henry j kaiser family foundation survey found that americans in managed care plans are basically content with their own care,the henry kaiser foundation shows that people will always be content with how their healthcare is,en,English,1
86100c293b,no i i just painted,i didn t just paint,en,English,2
3c6a1e52fe,however unsatisfactory and over argued the revisionist case it did make one serious that the united states had clear national and economic interests and found the cold war an unusually congenial way to pursue them,the revisionist case resulted in the united states changing its policy,en,English,1
07add0a85a,britons however trumpet their poet laureate as worthy of the ranks of blake keats hardy and auden the times of london,britons are the proudest nation in the continent of europe,en,English,1
5cdb46ca79,at the pictures the crooks always have a restoorant in the underworld,the crooks tend to have it in pictures about the underworld,en,English,0
af5dae33b9,the spear missed vrenna by only a hand span,the spear smacked the man in the face,en,English,2
2f73050be8,he appropriated for the state much of the personal fortunes of the princes but found it harder to curtail the power of land owners who had extensive contacts with the more conservative elements in his congress party,he was able to take much of the princes individual fortunes for the state but it was more difficult to wrest power from land owners in contact with the conservative elements of the congress party,en,English,0
64da9a705c,each room was outfitted with a leather sofa and three fold out beds for students exhausted after a full day of hard work,students received housing with sofas and beds to rest in,en,English,0
dcba68697f,for a change i i got i get sick of winter just looking everything so dead i hate that,winter is all year long,en,English,1
0b94655ee2,looking at that and you know and if it s if it s funny or if it keeps my interest if it s exciting i ll watch it if not i don t and times that i saw that or pieces of that it wasn t any it wasn t great thirty something i watched a few times because there was a few good episodes and then after that it it i just lost interest in it,thirty something was one of my favorite shows until i lost interest in it,en,English,1
c91c063169,yeah they were my favorite team for a while,they were always the worst team ever,en,English,2
24678ba169,and oh okay and then went to colorado,i had to move back to nebraska just to survive,en,English,2
2fd832eee4,time reports that harrer denies having known she was,harrer was will aware that she was,en,English,2
607f828145,so are can i just ask you are you canadian,are you from the u s,en,English,2
0b5c6e1815,we look forward to receiving comments from the readers of this paper,they discourage people from making comments about the paper,en,English,2
19e0437138,you claimed to be a repairman for such devices hanson bent to study it again using a diamond lens one of the warlocks handed him,hanson s nose was almost touching it as he examined it carefully,en,English,1
493ecc9672,the providers worked with the newly created legal assistance to the disadvantaged committee of the minnesota state bar association msba to create the minnesota legal services coalition state support center and the position of director of volunteer legal services now the access to justice director at the minnesota state bar association,the legal assistance to the disadvantaged committee contains seventeen members,en,English,1
f2ad5ff145,his diet was of wheaten bread,he ate nothing else apart from wheaten bread,en,English,1
32b7fa129c,programs that do this typically have successful cost and schedule outcomes,none of the programs have successful costs,en,English,2
2d48f58a2f,that s true i didn t think about that,you informed me of a new perspective,en,English,0
